feature_name,mean_abs_shap
cat__gpu_Intel Integrated Graphics ,0.0
cat__gpu_Intel Integrated Arc,0.0
cat__gpu_Integrated Intel IrisXe Graphics,0.0
cat__gpu_Intel Integrated ARC Graphics,0.0
cat__gpu_Integrated Intel UHD Graphics,0.0
cat__gpu_Integrated Intel UHD Graphics 600,0.0
cat__gpu_Intel  ARC Graphics,0.0
cat__gpu_Intel ARC Graphics,0.0
cat__gpu_Intel Arc Graphics,0.0
cat__gpu_Intel Graphics,0.0
cat__gpu_Intel Graphics 620,0.0
cat__gpu_Intel HD Graphics,0.0
cat__gpu_Intel HD Graphics 400,0.0
cat__gpu_Intel HD Graphics 405,0.0
cat__gpu_Intel HD Graphics 500,0.0
cat__gpu_Intel HD Graphics 505,0.0
cat__gpu_Intel HD Graphics 510,0.0
cat__gpu_Intel HD Graphics 515,0.0
cat__gpu_Intel HD Graphics 520,0.0
cat__gpu_Intel HD Graphics 530,0.0
cat__gpu_Intel HD Graphics 5300,0.0
cat__gpu_Intel HD Graphics 540,0.0
cat__gpu_Intel HD Graphics 6000,0.0
cat__gpu_Intel HD Graphics 615,0.0
cat__gpu_Intel HD Graphics 620,0.0
cat__gpu_Intel HD Graphics 630,0.0
cat__gpu_Intel Integrated,0.0
cat__cpu_Custom 3.82GHz,0.0
cat__cpu_Custom 3.75GHz,0.0
cat__cpu_Custom 3.80GHz,0.0
cat__cpu_5th Gen AMD Ryzen 7 5700U,0.0
cat__cpu_5th Gen AMD Ryzen 7 5800HS,0.0
cat__cpu_5th Gen AMD Ryzen 7 5800U,0.0
cat__cpu_5th Gen AMD Ryzen 7 5825U,0.0
cat__cpu_6th Gen AMD Ryzen 5 6600H,0.0
cat__cpu_6th Gen AMD Ryzen 7  6800H,0.0
cat__cpu_6th Gen AMD Ryzen 7  7735HS,0.0
cat__cpu_6th Gen AMD Ryzen 7 6800H,0.0
cat__cpu_6th Gen AMD Ryzen 7 6800H ,0.0
cat__cpu_6th Gen AMD Ryzen 7 6800HS ,0.0
cat__cpu_6th Gen AMD Ryzen 9 6900HS​,0.0
cat__cpu_7th Gen AMD Ryzen 3 7320U,0.0
cat__cpu_7th Gen AMD Ryzen 3 7330U,0.0
cat__cpu_7th Gen AMD Ryzen 5 7520U,0.0
cat__cpu_7th Gen AMD Ryzen 5 7520U ,0.0
cat__cpu_7th Gen AMD Ryzen 5 7530U,0.0
cat__cpu_7th Gen AMD Ryzen 5 7535HS,0.0
cat__cpu_7th Gen AMD Ryzen 7  7730U,0.0
cat__cpu_7th Gen AMD Ryzen 7  7735HS,0.0
cat__cpu_7th Gen AMD Ryzen 7 7730U,0.0
cat__cpu_7th Gen AMD Ryzen 7 7735HS,0.0
cat__cpu_7th Gen AMD Ryzen 7 7735U,0.0
cat__cpu_7th Gen AMD Ryzen 7 7745HX,0.0
cat__cpu_7th Gen AMD Ryzen 7 7840HS,0.0
cat__cpu_5th Gen AMD Ryzen 7 5800H,0.0
cat__cpu_5th Gen AMD Ryzen 7  5800H,0.0
cat__cpu_7th Gen AMD Ryzen 7040 Series 040,0.0
cat__cpu_5th Gen AMD Ryzen 7  5700U,0.0
cat__cpu_13th Gen Intel Core i9 13950HX,0.0
cat__cpu_13th Gen Intel Core i9 13980HX,0.0
cat__cpu_13th Gen ‎Intel Core i3 1315U,0.0
cat__cpu_13th Gen ‎Intel Core i5 1335U,0.0
cat__cpu_14th Gen Intel Core i7 14700HX,0.0
cat__cpu_14th Gen Intel Core i9 14900HX,0.0
cat__cpu_3rd Gen AMD Athlon 3050U,0.0
cat__cpu_3rd Gen AMD Ryzen 3  3250U,0.0
cat__cpu_3rd Gen AMD Ryzen 3 3250U,0.0
cat__cpu_4th Gen AMD Ryzen 7 PRO 4750U,0.0
cat__cpu_4th Gen Intel Celeron N4020,0.0
cat__cpu_5th Gen AMD Ryzen 3 5300U,0.0
cat__cpu_5th Gen AMD Ryzen 5  5500H,0.0
cat__cpu_5th Gen AMD Ryzen 5  5500U,0.0
cat__cpu_5th Gen AMD Ryzen 5  5500u,0.0
cat__cpu_5th Gen AMD Ryzen 5  5600H,0.0
cat__cpu_5th Gen AMD Ryzen 5  5600H ,0.0
cat__cpu_5th Gen AMD Ryzen 5 5500H,0.0
cat__cpu_5th Gen AMD Ryzen 5 5500U,0.0
cat__cpu_5th Gen AMD Ryzen 5 5600H,0.0
cat__cpu_5th Gen AMD Ryzen 5 5600H ,0.0
cat__cpu_5th Gen AMD Ryzen 5 5600HS,0.0
cat__cpu_5th Gen AMD Ryzen 7   5700U,0.0
cat__cpu_7th Gen AMD Ryzen 7 7840U,0.0
cat__cpu_7th Gen AMD Ryzen 9 7940HS,0.0
cat__cpu_13th Gen Intel Core i9 13900HX,0.0
cat__cpu_AMD A9-Series A9-9420 3.0GHz,0.0
cat__cpu_AMD Athlon Silver 7120U,0.0
cat__cpu_AMD E-Series 6110 1.5GHz,0.0
cat__cpu_AMD E-Series 7110 1.8GHz,0.0
cat__cpu_AMD E-Series 9000 2.2GHz,0.0
cat__cpu_AMD E-Series 9000e 1.5GHz,0.0
cat__cpu_AMD E-Series E2-6110 1.5GHz,0.0
cat__cpu_AMD E-Series E2-9000 2.2GHz,0.0
cat__cpu_AMD E-Series E2-9000e 1.5GHz,0.0
cat__cpu_AMD FX 8800P 2.1GHz,0.0
cat__cpu_AMD FX 9830P 3.0GHz,0.0
cat__cpu_AMD Ryzen 1600 3.2GHz,0.0
cat__cpu_AMD Ryzen 1700 3.0GHz,0.0
cat__cpu_Apple M1,0.0
cat__cpu_Apple M2,0.0
cat__cpu_Apple M3,0.0
cat__cpu_Apple M3 Max,0.0
cat__cpu_Apple M3 Pro,0.0
cat__cpu_Custom 1.51GHz,0.0
cat__cpu_Custom 1.52GHz,0.0
cat__cpu_Custom 1.53GHz,0.0
cat__cpu_Custom 1.54GHz,0.0
cat__cpu_Custom 1.55GHz,0.0
cat__cpu_Custom 1.56GHz,0.0
cat__cpu_AMD Athlon 7120U,0.0
cat__cpu_AMD A9-Series 9420 3.0GHz,0.0
cat__cpu_7th Gen Amd Ryzen 5 7520U,0.0
cat__cpu_AMD A9-Series 9420 2.9GHz,0.0
cat__cpu_7th Gen Amd Ryzen 5 7530U,0.0
cat__cpu_7th Gen Amd Ryzen 5 7535HS,0.0
cat__cpu_7th Gen Amd Ryzen 7 7745HX,0.0
cat__cpu_7th Gen Amd Ryzen 7 7840H,0.0
cat__cpu_7th Gen Amd Ryzen 9 7845HX,0.0
cat__cpu_7th Gen Amd Ryzen 9 7940HS,0.0
cat__cpu_8th Gen AMD Ryzen 5 8640HS,0.0
cat__cpu_8th Gen AMD Ryzen 7 8840HS,0.0
cat__cpu_8th Gen AMD Ryzen 7 8845HS,0.0
cat__cpu_8th Gen Amd Ryzen 7 8845HS,0.0
cat__cpu_AMD A10-Series 9600P 2.4GHz,0.0
cat__cpu_AMD A10-Series 9620P 2.5GHz,0.0
cat__cpu_AMD A10-Series A10-9620P 2.5GHz,0.0
cat__cpu_AMD A12-Series 9700P 2.5GHz,0.0
cat__cpu_AMD A12-Series 9720P 2.7GHz,0.0
cat__cpu_AMD A12-Series 9720P 3.6GHz,0.0
cat__cpu_AMD A4-Series 7210 2.2GHz,0.0
cat__cpu_AMD A6-Series 7310 2.0GHz,0.0
cat__cpu_AMD A6-Series 9220 2.5GHz,0.0
cat__cpu_AMD A6-Series 9220 2.9GHz,0.0
cat__cpu_AMD A6-Series A6-9220 2.5GHz,0.0
cat__cpu_AMD A8-Series 7410 2.2GHz,0.0
cat__cpu_AMD A9-Series 9410 2.9GHz,0.0
cat__cpu_13th Gen Intel Core i9 13900HX ,0.0
cat__cpu_13th Gen Intel Core i9 13900HK,0.0
cat__cpu_Custom 1.58GHz,0.0
cat__brand_Tecno,0.0
cat__brand_Ultimus,0.0
cat__brand_Unknown,0.0
cat__brand_Vero,0.0
cat__brand_Walker,0.0
cat__brand_Wings,0.0
cat__brand_Xiaomi,0.0
cat__brand_Zebronics,0.0
cat__brand_iBall,0.0
cat__cpu_ Mediatek  MT8788,0.0
cat__cpu_10th Gen Intel Core i3 1005G1,0.0
cat__cpu_10th Gen Intel Core i5 10210U,0.0
cat__cpu_10th Gen Intel Core i5 10210Y,0.0
cat__cpu_10th Gen Intel Core i5 1035G1,0.0
cat__cpu_10th Gen Intel Core i5 1035G4,0.0
cat__cpu_10th Gen Intel Core i7 10750H,0.0
cat__cpu_10th Gen Intel Core i7 10750H ,0.0
cat__cpu_11th Gen Intel Celeron N5100,0.0
cat__cpu_11th Gen Intel Core i3  1115G4,0.0
cat__cpu_11th Gen Intel Core i3 1115G4,0.0
cat__cpu_11th Gen Intel Core i3 1125G4,0.0
cat__cpu_11th Gen Intel Core i5 11260H,0.0
cat__cpu_11th Gen Intel Core i5 11320H,0.0
cat__cpu_11th Gen Intel Core i5 1135G7,0.0
cat__brand_Toshiba,0.0
cat__brand_Samsung,0.0
cat__cpu_11th Gen Intel Core i5 11400H,0.0
cat__brand_Razer,0.0
cat__brand_AXL,0.0
cat__brand_Acer,0.0
cat__brand_Apple,0.0
cat__brand_Asus,0.0
cat__brand_Avita,0.0
cat__brand_Chuwi,0.0
cat__brand_Colorful,0.0
cat__brand_Dell,0.0
cat__brand_Fujitsu,0.0
cat__brand_Gigabyte,0.0
cat__brand_Google,0.0
cat__brand_HP,0.0
cat__brand_Honor,0.0
cat__brand_Huawei,0.0
cat__brand_Infinix,0.0
cat__brand_Jio,0.0
cat__brand_LG,0.0
cat__brand_Lenovo,0.0
cat__brand_MSI,0.0
cat__brand_Mediacom,0.0
cat__brand_Microsoft,0.0
cat__brand_Ninkear,0.0
cat__brand_Primebook,0.0
cat__cpu_11th Gen Intel Core i5 1135G7 ,0.0
cat__cpu_11th Gen Intel Core i5 11400H ,0.0
cat__cpu_13th Gen Intel Core i9 13900H,0.0
cat__cpu_12th Gen Intel Core i9 12900H,0.0
cat__cpu_12th Gen Intel N100 N100,0.0
cat__cpu_12th Gen intel Core i5 12450H,0.0
cat__cpu_12th Gen intel Core i5 12450HX,0.0
cat__cpu_13th Gen Intel Core i3 1305U,0.0
cat__cpu_13th Gen Intel Core i3 1315U,0.0
cat__cpu_13th Gen Intel Core i5 1334U,0.0
cat__cpu_13th Gen Intel Core i5 1335U,0.0
cat__cpu_13th Gen Intel Core i5 1340P,0.0
cat__cpu_13th Gen Intel Core i5 1340p,0.0
cat__cpu_13th Gen Intel Core i5 13420H,0.0
cat__cpu_13th Gen Intel Core i5 13450HX,0.0
cat__cpu_13th Gen Intel Core i5 13500H,0.0
cat__cpu_13th Gen Intel Core i5 13500H ,0.0
cat__cpu_13th Gen Intel Core i7,0.0
cat__cpu_13th Gen Intel Core i7 1355U,0.0
cat__cpu_13th Gen Intel Core i7 1355U ,0.0
cat__cpu_13th Gen Intel Core i7 1360P,0.0
cat__cpu_13th Gen Intel Core i7 13620H,0.0
cat__cpu_13th Gen Intel Core i7 13650HX,0.0
cat__cpu_13th Gen Intel Core i7 1365U,0.0
cat__cpu_13th Gen Intel Core i7 13700H,0.0
cat__cpu_13th Gen Intel Core i7 13700HX,0.0
cat__cpu_13th Gen Intel Core i7 13700HX ,0.0
cat__cpu_12th Gen Intel Core i9 12900HX,0.0
cat__cpu_12th Gen Intel Core i7 12700H ,0.0
cat__cpu_11th Gen Intel Core i5 1155G7,0.0
cat__cpu_12th Gen Intel Core i7 12700H,0.0
cat__cpu_11th Gen Intel Core i5 L16G7,0.0
cat__cpu_11th Gen Intel Core i7 1165G7,0.0
cat__cpu_11th Gen Intel Core i7 1165G7 ,0.0
cat__cpu_11th Gen Intel Core i7 11800H,0.0
cat__cpu_11th Gen Intel Core i7 1195G7,0.0
cat__cpu_11th Gen intel Core i3 1115G4,0.0
cat__cpu_12th Gen Intel Celeron N100,0.0
cat__cpu_12th Gen Intel Core i3 1215U,0.0
cat__cpu_12th Gen Intel Core i3 1215U ,0.0
cat__cpu_12th Gen Intel Core i3 1220P,0.0
cat__cpu_12th Gen Intel Core i5 1230U,0.0
cat__cpu_12th Gen Intel Core i5 1235U,0.0
cat__cpu_12th Gen Intel Core i5 1235U ,0.0
cat__cpu_12th Gen Intel Core i5 1240P,0.0
cat__cpu_12th Gen Intel Core i5 12450H,0.0
cat__cpu_12th Gen Intel Core i5 12450H ,0.0
cat__cpu_12th Gen Intel Core i5 12500H,0.0
cat__cpu_12th Gen Intel Core i5 12500H ,0.0
cat__cpu_12th Gen Intel Core i7 1250U,0.0
cat__cpu_12th Gen Intel Core i7 1255U,0.0
cat__cpu_12th Gen Intel Core i7 1260P,0.0
cat__cpu_12th Gen Intel Core i7 12650H,0.0
cat__cpu_12th Gen Intel Core i7 12650H ,0.0
cat__cpu_Custom 1.57GHz,0.0
cat__cpu_Custom 1.59GHz,0.0
cat__cpu_Custom 3.79GHz,0.0
cat__cpu_Custom 2.96GHz,0.0
cat__cpu_Custom 2.98GHz,0.0
cat__cpu_Custom 2.99GHz,0.0
cat__cpu_Custom 3.00GHz,0.0
cat__cpu_Custom 3.01GHz,0.0
cat__cpu_Custom 3.02GHz,0.0
cat__cpu_Custom 3.03GHz,0.0
cat__cpu_Custom 3.04GHz,0.0
cat__cpu_Custom 3.05GHz,0.0
cat__cpu_Custom 3.06GHz,0.0
cat__cpu_Custom 3.07GHz,0.0
cat__cpu_Custom 3.08GHz,0.0
cat__cpu_Custom 3.09GHz,0.0
cat__cpu_Custom 3.10GHz,0.0
cat__cpu_Custom 3.11GHz,0.0
cat__cpu_Custom 3.12GHz,0.0
cat__cpu_Custom 3.13GHz,0.0
cat__cpu_Custom 3.14GHz,0.0
cat__cpu_Custom 3.15GHz,0.0
cat__cpu_Custom 3.16GHz,0.0
cat__cpu_Custom 3.17GHz,0.0
cat__cpu_Custom 3.18GHz,0.0
cat__cpu_Custom 3.19GHz,0.0
cat__cpu_Custom 3.20GHz,0.0
cat__cpu_Custom 2.97GHz,0.0
cat__cpu_Custom 2.95GHz,0.0
cat__cpu_Custom 3.22GHz,0.0
cat__cpu_Custom 2.94GHz,0.0
cat__cpu_Custom 2.71GHz,0.0
cat__cpu_Custom 2.72GHz,0.0
cat__cpu_Custom 2.73GHz,0.0
cat__cpu_Custom 2.74GHz,0.0
cat__cpu_Custom 2.75GHz,0.0
cat__cpu_Custom 2.76GHz,0.0
cat__cpu_Custom 2.77GHz,0.0
cat__cpu_Custom 2.78GHz,0.0
cat__cpu_Custom 2.79GHz,0.0
cat__cpu_Custom 2.80GHz,0.0
cat__cpu_Custom 2.81GHz,0.0
cat__cpu_Custom 2.82GHz,0.0
cat__cpu_Custom 2.83GHz,0.0
cat__cpu_Custom 2.84GHz,0.0
cat__cpu_Custom 2.85GHz,0.0
cat__cpu_Custom 2.86GHz,0.0
cat__cpu_Custom 2.87GHz,0.0
cat__cpu_Custom 2.88GHz,0.0
cat__cpu_Custom 2.89GHz,0.0
cat__cpu_Custom 2.90GHz,0.0
cat__cpu_Custom 2.91GHz,0.0
cat__cpu_Custom 2.92GHz,0.0
cat__cpu_Custom 2.93GHz,0.0
cat__cpu_Custom 3.21GHz,0.0
cat__cpu_Custom 3.23GHz,0.0
cat__cpu_Custom 2.69GHz,0.0
cat__cpu_Custom 3.52GHz,0.0
cat__cpu_Custom 3.54GHz,0.0
cat__cpu_Custom 3.55GHz,0.0
cat__cpu_Custom 3.56GHz,0.0
cat__cpu_Custom 3.57GHz,0.0
cat__cpu_Custom 3.58GHz,0.0
cat__cpu_Custom 3.59GHz,0.0
cat__cpu_Custom 3.60GHz,0.0
cat__cpu_Custom 3.61GHz,0.0
cat__cpu_Custom 3.62GHz,0.0
cat__cpu_Custom 3.63GHz,0.0
cat__cpu_Custom 3.64GHz,0.0
cat__cpu_Custom 3.65GHz,0.0
cat__cpu_Custom 3.66GHz,0.0
cat__cpu_Custom 3.67GHz,0.0
cat__cpu_Custom 3.68GHz,0.0
cat__cpu_Custom 3.69GHz,0.0
cat__cpu_Custom 3.70GHz,0.0
cat__cpu_Custom 3.71GHz,0.0
cat__cpu_Custom 3.72GHz,0.0
cat__cpu_Custom 3.73GHz,0.0
cat__cpu_Custom 3.74GHz,0.0
cat__cpu_Custom 3.77GHz,0.0
cat__cpu_Custom 3.78GHz,0.0
cat__cpu_Custom 3.53GHz,0.0
cat__cpu_Custom 3.51GHz,0.0
cat__cpu_Custom 3.24GHz,0.0
cat__cpu_Custom 3.50GHz,0.0
cat__cpu_Custom 3.26GHz,0.0
cat__cpu_Custom 3.27GHz,0.0
cat__cpu_Custom 3.29GHz,0.0
cat__cpu_Custom 3.30GHz,0.0
cat__cpu_Custom 3.31GHz,0.0
cat__cpu_Custom 3.32GHz,0.0
cat__cpu_Custom 3.33GHz,0.0
cat__cpu_Custom 3.34GHz,0.0
cat__cpu_Custom 3.35GHz,0.0
cat__cpu_Custom 3.36GHz,0.0
cat__cpu_Custom 3.37GHz,0.0
cat__cpu_Custom 3.38GHz,0.0
cat__cpu_Custom 3.39GHz,0.0
cat__cpu_Custom 3.40GHz,0.0
cat__cpu_Custom 3.41GHz,0.0
cat__cpu_Custom 3.42GHz,0.0
cat__cpu_Custom 3.43GHz,0.0
cat__cpu_Custom 3.44GHz,0.0
cat__cpu_Custom 3.45GHz,0.0
cat__cpu_Custom 3.46GHz,0.0
cat__cpu_Custom 3.47GHz,0.0
cat__cpu_Custom 3.48GHz,0.0
cat__cpu_Custom 3.49GHz,0.0
cat__cpu_Custom 2.70GHz,0.0
cat__cpu_Custom 2.68GHz,0.0
cat__cpu_Custom 1.60GHz,0.0
cat__cpu_Custom 1.86GHz,0.0
cat__cpu_Custom 1.88GHz,0.0
cat__cpu_Custom 1.89GHz,0.0
cat__cpu_Custom 1.90GHz,0.0
cat__cpu_Custom 1.91GHz,0.0
cat__cpu_Custom 1.92GHz,0.0
cat__cpu_Custom 1.93GHz,0.0
cat__cpu_Custom 1.94GHz,0.0
cat__cpu_Custom 1.95GHz,0.0
cat__cpu_Custom 1.96GHz,0.0
cat__cpu_Custom 1.97GHz,0.0
cat__cpu_Custom 1.98GHz,0.0
cat__cpu_Custom 1.99GHz,0.0
cat__cpu_Custom 2.00GHz,0.0
cat__cpu_Custom 2.01GHz,0.0
cat__cpu_Custom 2.02GHz,0.0
cat__cpu_Custom 2.03GHz,0.0
cat__cpu_Custom 2.04GHz,0.0
cat__cpu_Custom 2.05GHz,0.0
cat__cpu_Custom 2.06GHz,0.0
cat__cpu_Custom 2.07GHz,0.0
cat__cpu_Custom 2.08GHz,0.0
cat__cpu_Custom 2.09GHz,0.0
cat__cpu_Custom 2.10GHz,0.0
cat__cpu_Custom 1.87GHz,0.0
cat__cpu_Custom 1.85GHz,0.0
cat__cpu_Custom 2.12GHz,0.0
cat__cpu_Custom 1.84GHz,0.0
cat__cpu_Custom 1.61GHz,0.0
cat__cpu_Custom 1.62GHz,0.0
cat__cpu_Custom 1.63GHz,0.0
cat__cpu_Custom 1.64GHz,0.0
cat__cpu_Custom 1.65GHz,0.0
cat__cpu_Custom 1.66GHz,0.0
cat__cpu_Custom 1.67GHz,0.0
cat__cpu_Custom 1.68GHz,0.0
cat__cpu_Custom 1.69GHz,0.0
cat__cpu_Custom 1.70GHz,0.0
cat__cpu_Custom 1.71GHz,0.0
cat__cpu_Custom 1.72GHz,0.0
cat__cpu_Custom 1.73GHz,0.0
cat__cpu_Custom 1.74GHz,0.0
cat__cpu_Custom 1.75GHz,0.0
cat__cpu_Custom 1.76GHz,0.0
cat__cpu_Custom 1.77GHz,0.0
cat__cpu_Custom 1.78GHz,0.0
cat__cpu_Custom 1.79GHz,0.0
cat__cpu_Custom 1.80GHz,0.0
cat__cpu_Custom 1.81GHz,0.0
cat__cpu_Custom 1.82GHz,0.0
cat__cpu_Custom 1.83GHz,0.0
cat__cpu_Custom 2.11GHz,0.0
cat__cpu_Custom 2.14GHz,0.0
cat__cpu_Custom 2.67GHz,0.0
cat__cpu_Custom 2.42GHz,0.0
cat__cpu_Custom 2.44GHz,0.0
cat__cpu_Custom 2.45GHz,0.0
cat__cpu_Custom 2.46GHz,0.0
cat__cpu_Custom 2.47GHz,0.0
cat__cpu_Custom 2.48GHz,0.0
cat__cpu_Custom 2.49GHz,0.0
cat__cpu_Custom 2.50GHz,0.0
cat__cpu_Custom 2.51GHz,0.0
cat__cpu_Custom 2.52GHz,0.0
cat__cpu_Custom 2.53GHz,0.0
cat__cpu_Custom 2.54GHz,0.0
cat__cpu_Custom 2.55GHz,0.0
cat__cpu_Custom 2.56GHz,0.0
cat__cpu_Custom 2.57GHz,0.0
cat__cpu_Custom 2.58GHz,0.0
cat__cpu_Custom 2.59GHz,0.0
cat__cpu_Custom 2.60GHz,0.0
cat__cpu_Custom 2.61GHz,0.0
cat__cpu_Custom 2.62GHz,0.0
cat__cpu_Custom 2.63GHz,0.0
cat__cpu_Custom 2.64GHz,0.0
cat__cpu_Custom 2.65GHz,0.0
cat__cpu_Custom 2.66GHz,0.0
cat__cpu_Custom 2.43GHz,0.0
cat__cpu_Custom 2.41GHz,0.0
cat__cpu_Custom 2.15GHz,0.0
cat__cpu_Custom 2.40GHz,0.0
cat__cpu_Custom 2.16GHz,0.0
cat__cpu_Custom 2.17GHz,0.0
cat__cpu_Custom 2.18GHz,0.0
cat__cpu_Custom 2.19GHz,0.0
cat__cpu_Custom 2.21GHz,0.0
cat__cpu_Custom 2.22GHz,0.0
cat__cpu_Custom 2.23GHz,0.0
cat__cpu_Custom 2.24GHz,0.0
cat__cpu_Custom 2.25GHz,0.0
cat__cpu_Custom 2.26GHz,0.0
cat__cpu_Custom 2.27GHz,0.0
cat__cpu_Custom 2.28GHz,0.0
cat__cpu_Custom 2.29GHz,0.0
cat__cpu_Custom 2.30GHz,0.0
cat__cpu_Custom 2.31GHz,0.0
cat__cpu_Custom 2.32GHz,0.0
cat__cpu_Custom 2.33GHz,0.0
cat__cpu_Custom 2.34GHz,0.0
cat__cpu_Custom 2.35GHz,0.0
cat__cpu_Custom 2.36GHz,0.0
cat__cpu_Custom 2.37GHz,0.0
cat__cpu_Custom 2.38GHz,0.0
cat__cpu_Custom 2.39GHz,0.0
cat__cpu_gpu_combo_Other_Other,0.0
